"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57546","CO_57617",0.979,0.019,0.002,0.012,63257,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"",""
"CO_57546","CO_57604",0.986,0.014,0,0.007,55689,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57604","Schaaps","mom","Schaaps-110",NA,"",""
"CO_57546","CO_57904",0.99,0.005,0.005,0.008,50727,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57904","Schaaps","mom","Schaaps-67",NA,"",""
"CO_57546","CO_57611",0.978,0.022,0,0.011,57744,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57611","Schaaps","mom","Schaaps-71",NA,"",""
"CO_57546","CO_57606",0.977,0.022,0,0.012,51259,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57606","Schaaps","dad","Schaaps-71",NA,"",""
"CO_57546","CO_57613",0.964,0.035,0.001,0.018,60237,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57613","Blue Cloud","mom","BlueCloud-19",NA,"",""
"CO_57546","CO_57635",0.976,0.024,0,0.012,53718,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57635","Make Believe","mom","MakeBelieve-17",NA,"",""
"CO_57546","CO_57905",0.98,0.019,0.002,0.011,54714,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57905","Schaaps","mom","Schaaps-24",NA,"",""
"CO_57546","CO_57854",0.988,0.012,0,0.006,49312,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57854","Cooks","mom","Cooks-18",NA,"",""
"CO_57546","CO_06912",0.978,0.022,0,0.011,54316,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-06912","Schaaps","dad","Schaaps-54",NA,NA,NA
"CO_57546","CO_57505",0.98,0.009,0.012,0.016,58380,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57505","Cooks","dad","Cooks-23",NA,NA,NA
"CO_57546","CO_57558",0.974,0.003,0.023,0.024,56673,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57558","Cooks","mom","Cooks-31",NA,NA,NA
"CO_57546","CO_57556",0.991,0.008,0.002,0.006,58869,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA
"CO_57546","CO_57549",0.987,0.012,0.002,0.007,55884,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57549","Cathys","dad","Cathys-03",NA,NA,NA
"CO_57546","CO_57565",0.99,0.003,0.007,0.008,57363,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA
"CO_57546","CO_57555",0.981,0.018,0.001,0.01,56391,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57555","Reinarz","mom","Reinarz-01",NA,NA,NA
"CO_57546","CO_57538",0.984,0.015,0.001,0.008,49878,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA
"CO_57546","CO_57553",0.987,0.012,0,0.006,53779,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57553","Schaaps","mom","Schaaps-108",NA,NA,NA
"CO_57546","CO_57602",0.982,0.013,0.005,0.011,57931,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57602","Cooks","dad","Cooks-18",NA,NA,NA
"CO_57546","CO_57610",0.986,0.006,0.008,0.011,42450,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA
"CO_57546","CO_57599",0.96,0.039,0.001,0.02,53953,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57599","Cathys","dad","Cathys-02",NA,NA,NA
"CO_57546","CO_57624",0.985,0,0.015,0.015,55539,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA
"CO_57546","CO_57615",0.983,0.011,0.006,0.011,53222,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA
"CO_57546","CO_57603",0.968,0.027,0.006,0.019,53124,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57603","Schaaps","mom","Schaaps-54",NA,NA,NA
"CO_57546","CO_57608",0.99,0.01,0,0.005,58749,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA
"CO_57546","CO_57612",0.978,0.02,0.001,0.012,58572,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA
"CO_57546","CO_57619",0.983,0.016,0.001,0.009,57593,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA
"CO_57546","CO_57631",0.982,0.011,0.008,0.013,50778,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57631","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57901",0.988,0.002,0.01,0.011,49410,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57901","Blue Cloud","dad","BlueCloud-09",NA,NA,NA
"CO_57546","CO_57912",0.972,0.016,0.012,0.02,54803,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57912","Cooks","dad","Cooks-27",NA,NA,NA
"CO_57546","CO_57628",0.985,0.014,0.001,0.008,54605,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57628","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57625",0.962,0.036,0.002,0.02,54351,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57625","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57916",0.965,0.022,0.012,0.024,50476,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57916","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57630",0.966,0.033,0.001,0.017,52188,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57630","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57836",0.991,0.008,0,0.004,57539,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA
"CO_57546","CO_57917",0.965,0.028,0.006,0.02,47907,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57917","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57915",0.977,0.022,0.001,0.012,48618,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57915","Alishas","dad","none",NA,NA,NA
"CO_57546","CO_57853",0.981,0.019,0,0.01,49110,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57853","Cooks","mom","Cooks-27",NA,NA,NA
"CO_57546","CO_63488",0.987,0.013,0,0.007,57314,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA
"CO_57546","CO_82916",0.978,0.019,0.003,0.013,50156,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-82916","Make Believe","dad","MakeBelieve-61",NA,NA,NA
"CO_57546","CO_97385",0.976,0.017,0.008,0.016,55251,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA
"CO_57546","CO_97347",0.987,0.012,0.001,0.007,57162,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA
"CO_57546","CO_97596",0.986,0.013,0,0.007,53755,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA
"CO_57546","CO_97370",0.984,0.015,0.001,0.008,60177,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2640-97370","Cooks","mom","Cooks-23",NA,NA,NA
"CO_57546","CO_57551",0.989,0.009,0.002,0.006,54656,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57551","Struthers","mom","Struthers-20",NA,NA,NA
"CO_57546","CO_57609",0.991,0.009,0,0.005,52008,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57609","Cooks","mom","Cooks-24",NA,NA,NA
"CO_57546","CO_97548",0.983,0.015,0.001,0.009,58779,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA
"CO_57546","CO_57614",0.984,0.015,0.001,0.008,55668,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA
"CO_57546","CO_57550",0.981,0.018,0,0.009,53611,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57550","Cathys","mom","Cathys-03",NA,NA,NA
"CO_57546","CO_57557",0.987,0.009,0.004,0.008,53948,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57557","Cooks","dad","Cooks-24",NA,NA,NA
"CO_57546","CO_57620",0.956,0.041,0.003,0.024,55309,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57620","Jims","dad","Jims-01",NA,NA,NA
"CO_57546","CO_57633",0.985,0.015,0,0.008,56035,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57633","Cooks","dad","Cooks-31",NA,NA,NA
"CO_57546","CO_21085",0.981,0.019,0,0.009,53009,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA
"CO_57546","CO_57607",0.989,0.01,0.001,0.006,59264,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA
"CO_57546","CO_57518",0.983,0.017,0,0.009,53500,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA
"CO_57546","CO_57552",0.988,0.011,0,0.006,58426,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57552","Struthers","dad","Struthers-20",NA,NA,NA
"CO_57546","CO_57636",0.959,0.041,0.001,0.021,53937,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57636","Blue Cloud","dad","none",NA,NA,NA
"CO_57554","CO_57559",0.986,0.014,0,0.007,67479,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57559","Schaaps","mom","Schaaps-98",NA,"",""
"CO_57554","CO_57561",0.987,0.013,0,0.007,62717,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57561","Schaaps","mom","Schaaps-74",NA,"",""
"CO_57554","CO_57606",0.982,0.016,0.001,0.009,58011,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57606","Schaaps","dad","Schaaps-71",NA,"",""
"CO_57554","CO_57604",0.987,0.013,0,0.007,62858,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57604","Schaaps","mom","Schaaps-110",NA,"",""
"CO_57554","CO_57563",0.992,0.008,0,0.004,74102,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57563","Schaaps","dad","Schaaps-74",NA,"",""
"CO_57554","CO_57611",0.988,0.012,0,0.006,65173,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57611","Schaaps","mom","Schaaps-71",NA,"",""
"CO_57554","CO_57562",0.988,0.011,0.001,0.007,61557,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57562","Schaaps","dad","Schaaps-67",NA,"",""
"CO_57546","CO_57701",0.992,0.008,0,0.004,50751,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA
"CO_57554","CO_57613",0.981,0.019,0,0.01,67934,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57613","Blue Cloud","mom","BlueCloud-19",NA,"",""
"CO_57554","CO_57905",0.987,0.01,0.003,0.008,61723,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57905","Schaaps","mom","Schaaps-24",NA,"",""
"CO_57554","CO_57854",0.983,0.017,0,0.009,55532,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57854","Cooks","mom","Cooks-18",NA,"",""
"CO_57554","CO_57635",0.982,0.018,0,0.009,60539,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57635","Make Believe","mom","MakeBelieve-17",NA,"",""
"CO_57554","CO_57904",0.986,0.014,0,0.007,57022,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57904","Schaaps","mom","Schaaps-67",NA,"",""
"CO_57554","CO_57617",0.982,0.018,0,0.009,71428,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"",""
"CO_57554","CO_06912",0.985,0.015,0,0.007,61338,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2811-06912","Schaaps","dad","Schaaps-54",NA,NA,NA
"CO_57554","CO_57602",0.912,0.026,0.062,0.075,65321,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57602","Cooks","dad","Cooks-18",NA,NA,NA
"CO_57554","CO_57549",0.983,0.016,0.001,0.009,63039,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57549","Cathys","dad","Cathys-03",NA,NA,NA
"CO_57554","CO_57505",0.985,0.015,0,0.008,65858,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57505","Cooks","dad","Cooks-23",NA,NA,NA
"CO_57554","CO_57538",0.99,0.01,0,0.005,56378,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA
"CO_57554","CO_57556",0.993,0.007,0,0.003,66477,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA
"CO_57554","CO_57558",0.989,0.011,0,0.005,63877,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57558","Cooks","mom","Cooks-31",NA,NA,NA
"CO_57554","CO_57555",0.985,0.015,0,0.008,63622,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57555","Reinarz","mom","Reinarz-01",NA,NA,NA
"CO_57554","CO_57553",0.989,0.011,0,0.006,60634,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2850-57553","Schaaps","mom","Schaaps-108",NA,NA,NA
